tab 	specimens
analysts	citations	description	method_codes	sample	specimen	specimen_alternatives	volume	weight
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-T	CNFP3-18	CNFP3-18-Kappa	94907	1.00E-05	0.001776
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-T	CNFP3-18	CNFP3-18-Kappa_Air	105159	1.00E-05	0.0003747
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-HYS-T	CNFP3-18	CNFP3-18.hotVSM	100977	1.00E-05	0.000153
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-18	CNFP3-18a	94903	1.00E-05	0.0027766
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-18	CNFP3-18b	94904	1.00E-05	0.0036999
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-18	CNFP3-18c	94905	1.00E-05	0.0037149
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-18	CNFP3-18d	94906	1.00E-05	0.0031361
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-1	CNFP3-1a	94908	1.00E-05	0.0015949
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-1	CNFP3-1b	94909	1.00E-05	0.0019369
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-1	CNFP3-1c	94910	1.00E-05	0.0019694
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-1	CNFP3-1d	94911	1.00E-05	0.0014765
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-T	CNFP3-2	CNFP3-2-Kapp.air	96283	1.00E-05	0.00026797
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-T	CNFP3-2	CNFP3-2-Kappa	94917	1.00E-05	0.00022018
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-2	CNFP3-2a	94913	1.00E-05	0.0036436
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-2	CNFP3-2b	94914	1.00E-05	0.0036863
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-2	CNFP3-2c	94915	1.00E-05	0.0032902
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-2	CNFP3-2d	94916	1.00E-05	0.0029615
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-HYS-T	CNFP3-2	CNFP3-2_hotVSM	100973	1.00E-05	0.0001
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-T	CNFP3-3	CNFP3-3-Kapp.air	96913	1.00E-05	0.00023263
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-T	CNFP3-3	CNFP3-3-Kappa	94922	1.00E-05	0.00028867
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-3	CNFP3-3a	94918	1.00E-05	0.0028803
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-3	CNFP3-3b	94919	1.00E-05	0.0034344
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-3	CNFP3-3c	94920	1.00E-05	0.0031859
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-3	CNFP3-3d	94921	1.00E-05	0.0032198
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-T	CNFP3-4	CNFP3-4-Kapb	95673	1.00E-05	0.00021323
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-T	CNFP3-4	CNFP3-4-Kapp.air	96914	1.00E-05	0.00021184
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-T	CNFP3-4	CNFP3-4-Kappa	94927	1.00E-05	0.0013131
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-4	CNFP3-4a	94923	1.00E-05	0.0032177
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-4	CNFP3-4b	94924	1.00E-05	0.0032086
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-4	CNFP3-4c	94925	1.00E-05	0.0036189
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-4	CNFP3-4d	94926	1.00E-05	0.0030288
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-T	CNFP3-5	CNFP3-5-Kapp.air	96928	1.00E-05	0.0001979
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-T	CNFP3-5	CNFP3-5-Kapp.air.cyc	95781	1.00E-05	0.0002451
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-T	CNFP3-5	CNFP3-5-Kappa	94932	1.00E-05	0.00025138
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-HYS-T	CNFP3-5	CNFP3-5.hotVSM	100974	1.00E-05	6.65E-05
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-5	CNFP3-5a	94928	1.00E-05	0.002762
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-5	CNFP3-5b	94929	1.00E-05	0.0030979
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-5	CNFP3-5c	94930	1.00E-05	0.0034641
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-5	CNFP3-5d	94931	1.00E-05	0.0029893
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-T	CNFP3-6	CNFP3-6-Kapp.air	96939	1.00E-05	0.00016464
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-T	CNFP3-6	CNFP3-6-Kapp.b	95674	1.00E-05	0.00015166
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-T	CNFP3-6	CNFP3-6-Kapp.c	95694	1.00E-05	0.0001985
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-T	CNFP3-6	CNFP3-6-Kappa	94937	1.00E-05	0.00027879
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-6	CNFP3-6a	94933	1.00E-05	0.0015248
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-6	CNFP3-6b	94934	1.00E-05	0.0022015
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-6	CNFP3-6c	94935	1.00E-05	0.0020868
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-6	CNFP3-6d	94936	1.00E-05	0.0016222
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-T	CNFP3-7	CNFP3-7-Kapp.b	95712	1.00E-05	0.0002457
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-T	CNFP3-7	CNFP3-7-Kappa	94942	1.00E-05	
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-7	CNFP3-7a	94938	1.00E-05	0.0024643
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-7	CNFP3-7b	94939	1.00E-05	0.0028731
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-7	CNFP3-7c	94940	1.00E-05	0.0024278
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-7	CNFP3-7d	94941	1.00E-05	0.0026151
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-T	CNFP3-8	CNFP3-8-Kapp.air	96940	1.00E-05	0.0001739
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-T	CNFP3-8	CNFP3-8-Kapp.b	95713	1.00E-05	0.0002123
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-T	CNFP3-8	CNFP3-8-Kappa	94947	1.00E-05	
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-8	CNFP3-8a	94943	1.00E-05	0.0035793
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-8	CNFP3-8b	94944	1.00E-05	0.0037409
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-8	CNFP3-8c	94945	1.00E-05	0.002866
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-8	CNFP3-8d	94946	1.00E-05	0.002761
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-T	CNFP3-9	CNFP3-9-Kapp.Air	95816	1.00E-05	0.0002026
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-T	CNFP3-9	CNFP3-9-Kappa	94952	1.00E-05	0.0004001
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-T	CNFP3-9	CNFP3-9-Kappa.Ar.cyc	95813	1.00E-05	0.0001267
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-T	CNFP3-9	CNFP3-9-Kappa_b	95431	1.00E-05	0.0003253
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-9	CNFP3-9a	94948	1.00E-05	0.0044677
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-9	CNFP3-9b	94949	1.00E-05	0.0031768
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-9	CNFP3-9c	94950	1.00E-05	0.0029755
Riley	This study	unoriented chip from Undated-1 P3 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP3-9	CNFP3-9d	94951	1.00E-05	0.0027121
Riley	This study	unoriented chip from drilled 0.89 Ma P4 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP4-1	CNFP4-1a	95432	1.00E-05	0.0035463
Riley	This study	unoriented chip from drilled 0.89 Ma P4 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP4-1	CNFP4-1b	95433	1.00E-05	0.0032694
Riley	This study	unoriented chip from drilled 0.89 Ma P4 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP4-1	CNFP4-1c	95434	1.00E-05	0.0039489
Riley	This study	unoriented chip from drilled 0.89 Ma P4 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP4-1	CNFP4-1d	95435	1.00E-05	0.0038666
Riley	This study	unoriented chip from drilled 0.89 Ma P4 site	SP-SAW:LP-X-T	CNFP4-1	CNFP4-1Kappa	95436	1.00E-05	
Riley	This study	unoriented chip from drilled 0.89 Ma P4 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP4-2	CNFP4-2a	95437	1.00E-05	0.0051741
Riley	This study	unoriented chip from drilled 0.89 Ma P4 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP4-2	CNFP4-2b	95438	1.00E-05	0.0037731
Riley	This study	unoriented chip from drilled 0.89 Ma P4 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP4-2	CNFP4-2c	95439	1.00E-05	0.0029661
Riley	This study	unoriented chip from drilled 0.89 Ma P4 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP4-2	CNFP4-2d	95440	1.00E-05	0.0042478
Riley	This study	unoriented chip from drilled 0.89 Ma P4 site	SP-SAW:LP-X-T	CNFP4-2	CNFP4-2Kappa	95441	1.00E-05	0.00025746
Riley	This study	unoriented chip from drilled 0.89 Ma P4 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP4-3	CNFP4-3a	95442	1.00E-05	0.0047339
Riley	This study	unoriented chip from drilled 0.89 Ma P4 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP4-3	CNFP4-3b	95443	1.00E-05	0.0038241
Riley	This study	unoriented chip from drilled 0.89 Ma P4 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP4-3	CNFP4-3c	95444	1.00E-05	0.0043118
Riley	This study	unoriented chip from drilled 0.89 Ma P4 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP4-3	CNFP4-3d	95445	1.00E-05	0.0042828
Riley	This study	unoriented chip from drilled 0.89 Ma P4 site	SP-SAW:LP-X-T	CNFP4-3	CNFP4-3Kappa	95446	1.00E-05	
Riley	This study	unoriented chip from drilled 0.89 Ma P4 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP4-4	CNFP4-4a	95447	1.00E-05	0.0026942
Riley	This study	unoriented chip from drilled 0.89 Ma P4 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP4-4	CNFP4-4b	95448	1.00E-05	0.0027953
Riley	This study	unoriented chip from drilled 0.89 Ma P4 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP4-4	CNFP4-4c	95449	1.00E-05	0.0026964
Riley	This study	unoriented chip from drilled 0.89 Ma P4 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP4-4	CNFP4-4d	95450	1.00E-05	0.0033559
Riley	This study	unoriented chip from drilled 0.89 Ma P4 site	SP-SAW:LP-X-T	CNFP4-4	CNFP4-4Kappa	95451	1.00E-05	
Riley	This study	unoriented chip from drilled 0.89 Ma P4 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP4-5	CNFP4-5a	95452	1.00E-05	
Riley	This study	unoriented chip from drilled 0.89 Ma P4 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP4-5	CNFP4-5b	95453	1.00E-05	
Riley	This study	unoriented chip from drilled 0.89 Ma P4 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP4-5	CNFP4-5c	95454	1.00E-05	
Riley	This study	unoriented chip from drilled 0.89 Ma P4 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP4-5	CNFP4-5d	95455	1.00E-05	
Riley	This study	unoriented chip from drilled 0.89 Ma P4 site	SP-SAW:LP-X-T	CNFP4-5	CNFP4-5Kappa	95456	1.00E-05	
Riley	This study	unoriented chip from drilled 0.89 Ma P5 site	SP-SAW:LP-X-T	CNFP5-2	CNFP5-2.Kapp.b	97073	1.00E-05	0.00024578
Riley	This study	unoriented chip from drilled 0.89 Ma P5 site	SP-SAW:LP-X-T	CNFP5-2	CNFP5-2.Kappa	97072	1.00E-05	0.001222
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-T	CNFP6-1	CNFP6-1-Kapp.b	97952	1.00E-05	0.0001771
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-T	CNFP6-1	CNFP6-1-Kappa	94997	1.00E-05	0.001365
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-T	CNFP6-10	CNFP6-10-Kappa	94957	1.00E-05	0.0016628
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-10	CNFP6-10a	94953	1.00E-05	0.0026546
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-10	CNFP6-10b	94954	1.00E-05	0.0026142
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-10	CNFP6-10c	94955	1.00E-05	0.0027534
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-10	CNFP6-10d	94956	1.00E-05	0.0026205
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-T	CNFP6-11	CNFP6-11-Kappa	94962	1.00E-05	0.0014523
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-11	CNFP6-11a	94958	1.00E-05	0.0023197
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-11	CNFP6-11b	94959	1.00E-05	0.002182
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-11	CNFP6-11c	94960	1.00E-05	0.0025091
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-11	CNFP6-11d	94961	1.00E-05	0.0020238
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-T	CNFP6-12	CNFP6-12-Kappa	94967	1.00E-05	0.0017956
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-12	CNFP6-12a	94963	1.00E-05	0.0028306
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-12	CNFP6-12b	94964	1.00E-05	0.0028278
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-12	CNFP6-12c	94965	1.00E-05	0.0032779
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-12	CNFP6-12d	94966	1.00E-05	0.0030801
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-T	CNFP6-13	CNFP6-13-Kappa	94972	1.00E-05	0.0018717
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-13	CNFP6-13a	94968	1.00E-05	0.0024615
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-13	CNFP6-13b	94969	1.00E-05	0.0025684
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-13	CNFP6-13c	94970	1.00E-05	0.0026902
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-13	CNFP6-13d	94971	1.00E-05	0.0026619
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-T	CNFP6-14	CNFP6-14-Kappa	94977	1.00E-05	0.0015103
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-T	CNFP6-14	CNFP6-14-Kappa_Air	105160	1.00E-05	0.0002662
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-14	CNFP6-14a	94973	1.00E-05	0.0018956
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-14	CNFP6-14b	94974	1.00E-05	0.0021201
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-14	CNFP6-14c	94975	1.00E-05	0.0020159
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-14	CNFP6-14d	94976	1.00E-05	0.0024983
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-T	CNFP6-15	CNFP6-15-Kappa	94982	1.00E-05	0.0014308
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-15	CNFP6-15a	94978	1.00E-05	0.002035
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-15	CNFP6-15b	94979	1.00E-05	0.0016054
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-15	CNFP6-15c	94980	1.00E-05	0.0020435
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-15	CNFP6-15d	94981	1.00E-05	0.00169
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-T	CNFP6-16	CNFP6-16-Kappa	94987	1.00E-05	0.0019361
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-16	CNFP6-16a	94983	1.00E-05	0.0020266
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-16	CNFP6-16b	94984	1.00E-05	0.0030153
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-16	CNFP6-16c	94985	1.00E-05	0.0025817
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-16	CNFP6-16d	94986	1.00E-05	0.0020983
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-17	CNFP6-17a	94988	1.00E-05	0.0017078
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-17	CNFP6-17b	94989	1.00E-05	0.001766
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-17	CNFP6-17c	94990	1.00E-05	0.0017734
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-17	CNFP6-17d	94991	1.00E-05	0.0017456
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-1	CNFP6-1a	94993	1.00E-05	0.0033896
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-1	CNFP6-1b	94994	1.00E-05	0.0030164
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-1	CNFP6-1c	94995	1.00E-05	0.0028461
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-1	CNFP6-1d	94996	1.00E-05	0.0035003
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-T	CNFP6-2	CNFP6-2-Kappa	95002	1.00E-05	0.0016662
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-2	CNFP6-2a	94998	1.00E-05	0.0022807
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-2	CNFP6-2b	94999	1.00E-05	0.0019024
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-2	CNFP6-2c	95000	1.00E-05	0.002589
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-2	CNFP6-2d	95001	1.00E-05	0.0025363
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-T	CNFP6-3	CNFP6-3-Kappa	95007	1.00E-05	0.0032021
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-3	CNFP6-3a	95003	1.00E-05	0.0032021
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-3	CNFP6-3b	95004	1.00E-05	0.0028738
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-3	CNFP6-3c	95005	1.00E-05	0.0026837
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-3	CNFP6-3d	95006	1.00E-05	0.002833
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-T	CNFP6-4	CNFP6-4-Kappa	95012	1.00E-05	0.0012505
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-4	CNFP6-4a	95008	1.00E-05	0.0022577
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-4	CNFP6-4b	95009	1.00E-05	0.0023102
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-4	CNFP6-4c	95010	1.00E-05	0.0021269
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-4	CNFP6-4d	95011	1.00E-05	0.0025729
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-T	CNFP6-5	CNFP6-5-Kappa	95017	1.00E-05	0.0016217
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-5	CNFP6-5a	95013	1.00E-05	0.0020956
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-5	CNFP6-5b	95014	1.00E-05	0.0024905
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-5	CNFP6-5c	95015	1.00E-05	0.0024924
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-5	CNFP6-5d	95016	1.00E-05	0.002547
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-T	CNFP6-6	CNFP6-6-Kappa	95022	1.00E-05	0.0016394
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-6	CNFP6-6a	95018	1.00E-05	0.0019612
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-6	CNFP6-6b	95019	1.00E-05	0.003015
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-6	CNFP6-6c	95020	1.00E-05	0.0024147
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-6	CNFP6-6d	95021	1.00E-05	0.0022684
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-T	CNFP6-7	CNFP6-7-Kappa	95027	1.00E-05	0.0015007
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-7	CNFP6-7a	95023	1.00E-05	0.0022006
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-7	CNFP6-7b	95024	1.00E-05	0.0022607
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-7	CNFP6-7c	95025	1.00E-05	0.0027333
