tab	measurements
measurement	experiment	specimen	treat_dc_field	magn_mass	citations	instrument_codes	method_codes	quality	standard	timestamp
BRIC-31cIRM-VSM2-LP-BCR-BF-19807338	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.01249	0.007389	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807339	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.01293	0.007382	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807340	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.0134	0.007375	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807341	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.01386	0.007367	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807342	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.01434	0.007359	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807343	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.01481	0.007351	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807344	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.0153	0.007343	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807345	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.01579	0.007335	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807346	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.0163	0.007327	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807347	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.01681	0.007318	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807348	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.01733	0.007309	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807349	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.01785	0.007299	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807350	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.0184	0.00729	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807351	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.01894	0.007282	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807352	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.01949	0.007273	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807353	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.02005	0.007263	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807354	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.02062	0.007253	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807355	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.02121	0.007242	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807356	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.02179	0.007231	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807357	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.02239	0.00722	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807358	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.02301	0.007209	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807359	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.02362	0.007199	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807360	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.02425	0.007188	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807361	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.02488	0.007178	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807362	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.02554	0.007165	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807363	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.0262	0.007154	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807364	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.02687	0.007142	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807365	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.02755	0.007131	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807366	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.02824	0.007117	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807367	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.02894	0.007106	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807368	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.02966	0.007092	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807369	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.03037	0.007073	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807370	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.0311	0.007064	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807371	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.03188	0.007056	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807372	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.03261	0.007044	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807373	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.03339	0.007029	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807374	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.03417	0.007016	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807375	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.03501	0.007002	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807376	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.03579	0.006987	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807377	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.03662	0.006973	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807378	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.03745	0.006961	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807379	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.03833	0.006944	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807380	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.03916	0.006932	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807381	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.04003	0.006916	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807382	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.04096	0.0069	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807383	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.04185	0.006885	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807384	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.04278	0.006872	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807385	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.0437	0.006855	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807386	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.04467	0.006841	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807387	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.04565	0.006825	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807388	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.04663	0.006811	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807389	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.04761	0.006794	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807390	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.04864	0.006778	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807391	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.04966	0.006762	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807392	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.05068	0.006747	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807393	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.05176	0.006732	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807394	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.05283	0.006717	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807395	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.05396	0.006699	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807396	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.05508	0.006681	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807397	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.0562	0.006667	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807398	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.05732	0.006651	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807399	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.0585	0.006634	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073100	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.05972	0.006616	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073101	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.06089	0.0066	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073102	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.06216	0.006582	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073103	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.06338	0.006568	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073104	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.06465	0.00655	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073105	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.06592	0.006532	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073106	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.06724	0.006516	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073107	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.06856	0.006497	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073108	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.06992	0.006481	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073109	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.07129	0.006463	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073110	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.07271	0.006444	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073111	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.07412	0.006428	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073112	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.07553	0.006409	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073113	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.077	0.006392	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073114	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.07846	0.006375	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073115	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.07998	0.006356	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073116	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.08154	0.006339	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073117	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.0831	0.006319	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073118	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.08466	0.006302	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073119	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.08628	0.006283	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073120	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.08788	0.006265	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073121	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.08955	0.006246	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073122	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.09125	0.006226	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073123	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.09296	0.006209	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073124	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.09471	0.006189	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073125	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.09647	0.006168	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073126	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.09828	0.00615	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073127	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1	0.00611	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073128	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1019	0.006093	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073129	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1038	0.006078	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073130	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1058	0.006065	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073131	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1077	0.006046	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073132	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1097	0.006024	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073133	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1116	0.006004	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073134	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1137	0.005984	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073135	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1159	0.00596	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073136	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1179	0.005938	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073137	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1201	0.005916	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073138	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1222	0.005894	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073139	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1245	0.00587	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073140	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1267	0.005846	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073141	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1289	0.005823	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073142	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1313	0.005797	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073143	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1336	0.005775	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073144	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1361	0.005748	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073145	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1384	0.005724	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073146	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1409	0.005698	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073147	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1434	0.005671	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073148	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1461	0.005642	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073149	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1486	0.005617	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073150	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1512	0.005588	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073151	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.154	0.005561	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073152	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1566	0.005532	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073153	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1594	0.005501	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073154	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1622	0.005474	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073155	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1651	0.005442	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073156	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1679	0.005411	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073157	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.171	0.005378	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
