tab	measurements
measurement	experiment	specimen	treat_dc_field	magn_mass	citations	instrument_codes	method_codes	quality	standard	timestamp
BRIC-31cIRM-VSM2-LP-BCR-BF-19807497	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-1.492	-0.006926	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807498	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-1.589	-0.007185	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-19807499	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-1.689	-0.007407	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198074100	IRM-VSM2-LP-BCR-BF-198074	BRIC.31c	-1.796	-0.007591	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T13:57:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-1981931	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-2.264e-06	0.01274	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-1981932	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.0002506	0.0127	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-1981933	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.0005159	0.01268	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-1981934	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.0007983	0.01267	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-1981935	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.0011	0.01266	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-1981936	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.00142	0.01264	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-1981937	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.001761	0.01264	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-1981938	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.002122	0.01262	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-1981939	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.002507	0.01261	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819310	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.002917	0.0126	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819311	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.003353	0.01259	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819312	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.003818	0.01258	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819313	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.004311	0.01257	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819314	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.004838	0.01256	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819315	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.005395	0.01255	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819316	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.00599	0.01254	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819317	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.006625	0.01253	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819318	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.007298	0.01251	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819319	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.008016	0.0125	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819320	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.008777	0.01248	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819321	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.009587	0.01247	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819322	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.01044	0.01245	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819323	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.01136	0.01243	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819324	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.01235	0.01241	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819325	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.01339	0.01239	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819326	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.01449	0.01237	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819327	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.01566	0.01235	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819328	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.01691	0.01232	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819329	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.01825	0.01229	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819330	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.01965	0.01227	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819331	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.02116	0.01223	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819332	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.02277	0.0122	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819333	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.02447	0.01216	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819334	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.02629	0.01212	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819335	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.02822	0.01208	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819336	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.03027	0.01203	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819337	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.03246	0.01199	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819338	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.03476	0.01194	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819339	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.03725	0.01189	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819340	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.03989	0.01183	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819341	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.04268	0.01178	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819342	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.04565	0.01171	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819343	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.04883	0.01165	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819344	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.0522	0.01158	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819345	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.05581	0.01151	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819346	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.05962	0.01144	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819347	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.06367	0.01136	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819348	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.06802	0.01129	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819349	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.07261	0.01121	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819350	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.07749	0.01113	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819351	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.08266	0.01104	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819352	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.08822	0.01095	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819353	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.09408	0.01086	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819354	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.1003	0.01073	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819355	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.1071	0.01065	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819356	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.1141	0.01054	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819357	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.1217	0.01042	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819358	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.1297	0.0103	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819359	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.1383	0.01016	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819360	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.1474	0.01002	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819361	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.157	0.009862	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819362	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.1673	0.009694	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819363	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.1783	0.009508	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819364	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.1899	0.009305	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819365	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.2023	0.009082	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819366	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.2155	0.008834	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819367	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.2294	0.008565	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819368	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.2443	0.008265	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819369	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.2603	0.007935	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819370	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.2772	0.007566	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819371	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.295	0.007163	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819372	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.314	0.006759	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819373	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.3345	0.006272	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819374	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.356	0.005746	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819375	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.3794	0.005161	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819376	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.4038	0.004538	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819377	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.4298	0.003868	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819378	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.4576	0.003147	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819379	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.4869	0.002383	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819380	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.5181	0.001579	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819381	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.5519	0.0007281	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819382	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.5874	-0.0001549	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819383	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.625	-0.001051	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819384	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.6651	-0.001964	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819385	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.708	-0.002888	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819386	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.7534	-0.003812	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819387	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.8017	-0.00472	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819388	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.8534	-0.005618	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819389	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.9081	-0.006481	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819390	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-0.9661	-0.007311	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819391	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-1.028	-0.008238	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819392	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-1.094	-0.008975	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819393	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-1.164	-0.009657	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819394	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-1.239	-0.01029	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819395	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-1.318	-0.01087	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819396	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-1.403	-0.0114	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819397	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-1.492	-0.01187	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819398	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-1.588	-0.01229	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-19819399	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-1.689	-0.01265	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.22cIRM-VSM2-LP-BCR-BF-198193100	IRM-VSM2-LP-BCR-BF-198193	BRIC.22c	-1.796	-0.01294	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T14:18:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-1981991	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-2.561e-06	0.01092	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-1981992	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.0002504	0.01089	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-1981993	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.0005159	0.01088	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-1981994	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.0007986	0.01087	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-1981995	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.0011	0.01086	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-1981996	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.00142	0.01085	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-1981997	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.001761	0.01084	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-1981998	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.002122	0.01083	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-1981999	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.002507	0.01082	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819910	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.002917	0.01081	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819911	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.003354	0.01081	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819912	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.003818	0.0108	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819913	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.004312	0.01079	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819914	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.004838	0.01078	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819915	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.005395	0.01077	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819916	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.00599	0.01076	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
